var1,var2,var2_EN,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,var20,var21,var22,var23,var24,var25,var26,var27,var28,var29,var30,var31,var32,var33,var34,var35,var36,var37,var38,var39,var40,var41,var42,var43,var44,var45,var46,var47,var48,var49,var50,var51,var52,var53,var54,var55,var56,var57,var58,var59,var60,var61,var62,var63,var64,var65,var66,var67,var68,var69,var70,var71,var72,var73,var74,var75,var76,var77,var78,var79,var80,var81,var82,var83,var84,var85,var86,var87,var88,var89,var90,var91,var92,var93,var94
2003,红桥区,Hongqiao Qu,120106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,塘沽区,Tanggu Qu,120107,457000,71000,21465,6503,5161,656,4505,0,0,1602,2179,259,4123,5160,5160,0,0,951,0,0,0,0,5843,,66,406181,21331,8492,106881,344773,61408,40334,6454,94808,82836,0,0,0,0,,26836,131650,47210,41385,9708,320,8346,23011,1400,1400,0,45900,8900,74700,7466,5935,1220,614,22477,18767,15329,3710,3710,0,0,4415,997,2317,0,0,7,30,411,916,358,705,355,705,4,98,1512,3741,0,0,0,0,0,0,1752,0,0
2003,汉沽区,Hangu Qu,120108,168000,54000,25071,15391,4225,373,3852,0,0,880,1059,138,3400,2380,2380,0,0,1293,0,0,0,0,14860,,160,368880,66311,21535,225217,329469,39411,31564,5953,11203,25166,0,0,0,0,,18180,80849,33886,70324,21474,74,10381,38395,1147,1123,0,18100,3600,44900,6000,3629,2244,3443,23080,14404,9723,8676,7976,0,0,1743,462,2926,275,2072,0,0,88,458,81,311,81,311,0,0,811,1141,0,0,0,0,0,0,464,0,0
2003,大港区,Dagang Qu,120109,345000,103000,38316,15757,13510,13510,0,0,0,2264,1716,259,13250,10860,5060,0,0,1623,0,0,0,0,13086,,52,1037326,29011,8770,625489,930645,106681,63585,6261,32497,52986,0,0,0,0,,56781,222055,61517,29485,7715,56,16649,5065,4900,2800,0,40800,47700,41800,8429,5321,180,4700,5554,1660,1150,3894,2799,0,0,8480,7044,14344,4,2,188,92,3082,8881,3229,4590,3021,4243,5,11,273,310,172,261,0,0,0,0,970,0,0
2003,东丽区,Dongli Qu,120110,312000,228000,92989,20811,13760,2177,11583,0,0,2621,0,464,9150,13750,13750,0,0,2357,0,0,0,0,23531,,69,1726013,76642,36350,761536,1470417,255596,151622,7161,147228,57729,0,0,0,0,,70271,417038,151370,85748,45377,1029,26273,13069,3918,3901,0,58800,24100,119200,20088,11644,6309,3587,17965,0,0,17965,17665,0,0,11401,2738,11069,126,807,0,0,895,4218,870,1714,841,1675,0,0,3096,11569,160,400,0,0,0,0,4884,0,0
2003,西青区,Xiqing Qu,120111,319000,242000,110500,39567,15948,1956,13992,0,0,4733,0,483,13500,15560,15180,0,0,10000,0,0,0,0,50072,,101,1898257,115553,54660,1159083,1617658,280599,169110,7280,186067,96576,0,0,0,0,,151796,794348,328566,122883,59666,375,30399,32443,6432,6330,0,58500,24200,98400,24706,8720,8722,3902,47268,0,0,47268,47268,0,0,20278,7732,37549,1236,7620,2000,8570,2019,11438,1101,2317,1101,2317,0,0,635,2360,36,104,0,0,0,0,9751,0,0
2003,津南区,Jinnan Qu,120112,373000,284000,130306,33063,14553,476,14077,0,0,2688,0,472,7530,13770,6540,0,0,1635,0,0,0,0,32627,,64,1361936,41785,17637,787368,1126554,235382,176679,6324,90168,52165,0,0,0,0,,159667,448818,124779,44943,20073,292,12266,12312,4194,3780,0,38800,18100,63800,13699,5237,2640,7633,13200,0,0,13200,13050,0,0,12756,5688,14164,193,1029,0,0,3104,10402,947,2238,947,2238,0,0,3014,9003,0,0,0,0,0,0,3956,0,0
2003,北辰区,Beichen Qu,120113,320000,273000,112704,34078,18473,141,18332,0,0,1992,0,461,16550,14540,8230,0,0,6497,0,0,0,0,31654,,336,3034650,90873,45229,2016970,2691617,343033,148728,7184,181970,73219,0,0,0,0,,154926,1028518,446793,109985,43136,636,53285,12928,22912,20873,0,56200,68100,148400,27386,16720,60175,27397,11978,35,35,11943,11943,0,0,21674,8828,35943,107,565,1132,4543,4573,22540,2218,4044,2218,4044,402,2572,2391,2576,1176,2345,0,0,0,0,7809,0,0
2003,宝坻区,Baodi Qu,120115,652000,554000,254391,137122,76158,3204,72954,0,0,3450,0,651,65690,65390,40850,0,0,38705,0,0,0,0,22206,,323,974083,320602,209942,428222,656071,318012,296571,5385,50221,48930,0,0,0,0,,170745,467014,242843,274537,134757,846,119355,19579,83318,66175,0,587300,166900,1063300,107919,98311,12094,39139,31077,0,0,31077,29292,0,0,97990,59181,292242,3181,23658,21969,107513,25441,137767,5078,11568,4855,10886,459,2231,11564,15897,1335,2576,0,0,0,0,25892,0,0
2003,武清区,Wuqing Qu,120214,809000,693000,365618,204299,90435,0,90435,0,0,5721,0,955,89300,74270,54860,0,0,45423,0,0,0,0,94077,,384,1465313,375818,248538,865998,1041209,424104,391316,5698,151412,97652,0,0,0,0,,160122,474201,263203,399765,210721,3366,160305,25373,114584,104578,0,263600,244000,632000,102580,69873,189577,50968,42263,0,0,42263,42263,0,0,138225,71702,380248,118,874,30216,149118,36976,217709,2909,6046,2736,5749,299,2048,12008,14522,5453,11535,0,0,0,0,45243,0,0
2003,宁河县,Ninghe Xian,120221,362000,279000,109279,64557,38668,427,38241,0,0,2696,133,516,39050,35910,22800,0,0,15423,0,0,0,0,25406,,197,1221147,192816,86423,764960,1045932,175215,162971,5628,48595,39569,0,0,0,0,,100747,418635,176355,215796,115084,798,83433,16481,39534,36698,0,347700,77300,665700,58902,48720,53841,16219,16087,135,5,15952,15952,0,0,41559,7813,43591,431,3624,99,439,4185,28473,2386,6561,2368,6535,0,0,24468,33835,758,1685,0,0,0,0,8520,0,0
2003,静海县,Jinghai Xian,120223,510000,424000,155892,75654,69178,0,69178,0,0,2288,0,675,62660,55470,25660,0,0,19375,0,0,0,0,82009,,286,2174972,153734,103417,1830585,1850966,324006,226269,5372,51565,43685,0,0,0,0,,142070,525700,249158,214955,109526,4620,85751,15058,42237,25229,0,158300,174500,322800,64697,36322,75279,15363,21782,0,0,21782,21488,0,0,68397,45499,176659,0,0,3403,8121,27180,130439,10598,19179,9957,18484,206,1076,8956,11637,5133,10187,0,0,0,0,8480,0,0
2003,蓟  县,Ji Xian,120225,800000,700000,317344,165076,54155,408,53747,0,0,1800,0,666,44000,42210,34010,0,0,34636,0,0,0,0,27786,,496,1469192,327329,150139,710662,1080274,388918,369915,5434,75300,49515,0,0,0,0,,180662,455326,140701,360118,140345,4249,198834,16690,130623,119106,0,831400,205000,1443500,154201,127833,2494,76894,25600,0,0,25600,19128,0,0,74182,47990,295777,1112,7763,17397,109790,27217,171412,1245,3301,1189,3228,391,2019,1026,1635,1086,3838,0,0,0,0,20969,0,0
2003,市辖区,Shijiazhuang Shi Shixiaqu,130101,24804,24804,14724,5547,663,0,663,20,129,0,0,53684,663,621,621,0,0,473,356,59,0,58,1530,1,20,0,0,0,0,0,0,0,0,22804,297153,0,0,0,0,,7500,18455,4348,2125,1174,0,951,0,0,0,0,0,0,5500,644,505,234,421,0,0,0,0,0,0,0,1242,1207,8971,0,0,721,5137,486,3834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
2003,长安区,Chang`an Qu,130102,409349,80172,49722,10265,4203,0,4203,0,0,33,0,212153,3728,4203,4203,0,0,4960,3062,945,353,600,11830,18,472,0,0,0,0,0,0,0,0,21334,23160,0,0,0,0,,32292,277979,85499,33169,13056,126,19696,291,13500,13500,11200,75200,5500,113800,12422,11191,13168,6682,330,0,0,330,330,0,280,7712,5045,33063,0,0,2450,15822,2209,14579,118,443,63,319,268,2219,47,44,395,1568,0,0,0,0,2216,1103,4944
2003,桥东区,Qiaoxi Qu,130103,317556,25410,14567,3735,500,0,500,0,7,1,0,7128,500,500,500,0,0,397,225,19,0,153,5555,12,13,0,0,0,0,0,0,0,0,11203,18386,0,0,0,0,,17351,99485,23873,8214,2129,16,6056,13,200,200,200,14800,1200,19600,2988,1772,500,1500,20,0,0,20,20,0,20,962,430,2106,0,0,166,834,191,997,64,221,0,0,9,54,0,0,2,2,0,0,0,0,510,181,4073
2003,桥西区,Qiaodong Qu,130104,435794,55952,34021,4309,1607,0,1607,0,0,7,0,19342,1607,1607,1607,190,0,959,440,109,98,312,8385,50,35,0,0,0,0,0,0,0,0,14709,21399,0,0,0,0,,26909,179611,19171,15014,9646,7,5284,77,1000,1000,1000,11500,2300,24100,2543,1905,3000,1713,125,0,0,125,125,0,125,2547,777,4666,0,0,376,2041,362,2449,39,176,39,176,0,0,0,0,0,0,0,0,0,0,1656,22,52
2003,新华区,Xinhua Qu,130105,448503,80693,45502,5260,2348,0,2348,0,0,32,0,40157,1937,2202,2202,1198,693,1458,455,135,122,746,9090,26,44,0,0,0,0,0,0,0,0,18337,27952,0,0,0,0,,32344,172190,53731,25829,11934,48,13580,267,2900,2900,2900,39600,4900,79400,9126,7432,11015,8954,422,0,0,422,422,0,377,4212,1743,8811,0,0,887,3642,856,5169,0,0,0,0,0,0,20,27,67,172,0,0,0,0,2270,172,4401
2003,井陉矿区,Jingxingkuangqu,130107,97432,31338,14512,4595,2060,0,2060,0,56,39,0,33917,1733,2060,1831,1235,800,1513,1046,161,37,269,5632,10,62,180550,7926,4698,113444,157121,23429,11141,3548,4169,7753,0,0,0,0,,11861,52809,9773,9130,4756,181,4025,168,4800,4300,400,14200,10000,24000,2457,2148,725,1788,261,0,0,261,261,0,261,4308,3521,18516,4,17,1733,9180,1590,8749,70,132,20,44,53,266,0,0,108,212,0,0,0,0,667,532,6225
2003,裕华区,Yuhua Qu,130108,402260,109846,63730,14615,4155,0,4155,0,98,10,0,49295,4100,4155,4155,0,0,4598,2664,368,201,1365,6163,28,46,0,0,0,0,0,0,0,0,18542,30207,0,0,0,0,,46015,235506,65313,36536,12824,65,23507,140,14800,14800,3500,73800,2400,119100,15727,12206,10258,10429,182,0,0,182,182,0,177,8923,6913,43553,0,0,3319,20162,3237,22013,307,1116,281,1038,50,262,7,8,166,601,0,0,0,0,1664,30,562
2003,井陉县,Jingxing Xian,130121,322143,286651,155425,75135,22597,0,22597,19,16,141,0,388075,11300,11351,8633,20054,13818,9248,5766,2753,29,700,9871,37,190,806889,72967,35437,498953,716623,90266,77243,2905,10794,19702,0,0,0,0,,48866,308533,66115,69554,19529,3762,45674,589,66500,57600,2000,124200,135400,221400,29730,25584,5904,17925,300,0,0,300,290,0,290,29379,24473,93402,47,180,8892,36928,9814,41937,2130,2995,1051,1789,1601,7535,95,37,2434,4981,0,0,0,0,2129,4175,18758
2003,正定县,Zhengding Xian,130123,434684,373806,224670,73175,30289,0,30289,64,48,252,0,1433764,26946,27303,27303,0,0,44301,25083,6050,2049,11119,13506,230,459,917437,327971,237270,438794,674092,243345,141207,3918,13458,27508,0,0,0,0,,83182,277363,110353,257672,102960,209,153001,1502,111000,110000,35100,392900,33900,741000,84270,68140,46126,105702,2210,0,0,2210,2210,0,2124,54407,38070,286184,0,0,19397,142560,15581,129010,2315,8545,2308,8520,723,5729,266,214,7442,28845,0,0,0,0,8404,4166,18444
2003,栾城县,Luancheng Xian,130124,319120,293290,172514,98827,26653,0,26653,39,119,14,0,585728,26653,26651,26651,0,0,14922,9063,3239,320,2300,10405,83,403,398833,130185,66888,217752,295886,102947,101185,3752,9219,19255,0,0,0,0,,41600,147324,24404,255511,127078,814,127517,102,60500,59000,32500,240000,51300,480200,65111,46092,62000,71800,185,0,0,185,185,0,185,51039,33304,245034,0,0,16000,108960,14452,125970,1976,5554,1726,4715,462,2508,333,240,834,3300,0,0,0,0,13009,400,5235
2003,行唐县,Xingtang Xian,130125,412348,380292,193075,100990,39051,347,38704,49,700,435,0,777429,26841,27128,26262,42768,18795,21960,15198,1068,306,5388,12030,163,565,372304,188359,126392,115653,237085,135219,98361,2666,6370,18541,0,0,0,0,,53223,239364,95134,139847,66364,1474,71227,782,105300,82800,40100,331500,115000,385800,37718,32416,82580,29290,846,0,0,846,779,0,779,57152,41952,264874,67,245,16739,100800,16059,121950,479,1510,458,1479,8012,39058,667,480,8682,28058,0,0,0,0,3980,31669,47911
2003,灵寿县,Lingshou Xian,130126,310068,273711,142042,89466,24020,40,23980,20,1333,2126,0,335946,15330,16208,8632,10973,8039,9556,6373,1878,174,1131,18105,30,250,313503,74688,46977,199246,243611,69892,65150,2330,4753,17794,0,0,0,0,,35188,148391,34583,95627,35080,7003,50781,2763,115000,104300,13800,212000,155500,274900,32210,26702,7500,11809,2570,0,0,2570,1260,0,1190,34934,28600,117760,26,109,11743,48095,12061,53588,104,211,92,179,4284,15072,213,92,2462,6782,0,0,0,0,2884,5900,25500
2003,高邑县,Gaoyi Xian,130127,174513,155665,88583,47375,16978,0,16978,46,67,2,0,290783,16350,16250,11640,3133,2467,10659,4662,900,346,4751,3950,62,320,264206,105742,76866,129950,209494,54712,53215,3431,5152,10673,0,0,0,0,,39414,123366,40926,89289,58089,580,30608,12,6400,6400,1300,126000,41800,190000,19351,15382,2800,24000,30,0,0,30,30,0,30,31378,16676,97271,0,0,6533,39984,8564,51384,1181,3512,1048,3130,240,1805,233,272,2575,9098,0,0,0,0,11107,1908,6915
2003,深泽县,Shenze Xian,130128,247517,220807,129613,69949,19786,0,19786,26,344,3,0,646972,19607,19607,19607,3767,2922,13861,7710,2105,429,3617,10550,33,142,246997,82766,58606,112281,173988,73009,69182,3190,4723,10899,0,0,0,0,,34277,100540,24065,81010,50821,401,29769,19,9600,5300,4400,151400,73000,193200,17552,15560,9135,21707,30,0,0,30,30,0,30,34489,25886,167906,2,9,12341,81484,9939,67901,1542,5146,1370,4763,1169,9590,648,679,2331,8375,0,0,0,0,5414,3836,51401
2003,赞皇县,Zanhuang Xian,130129,231434,211946,119892,57609,15868,0,15868,22,5,356,0,319958,11500,9630,2700,21797,10610,9479,2701,1481,0,5297,7349,127,227,72193,40848,25004,5404,32380,39813,39415,1842,3248,15546,0,0,0,0,,27995,54823,17940,74192,35397,4539,34095,161,80500,79000,1000,110000,44400,133200,20039,17813,840,6075,272,0,0,272,222,0,222,28798,20232,88803,2,11,8000,37440,7000,36750,1270,1238,987,987,2808,10530,135,81,5474,9853,8,7,0,0,1962,27199,70760
2003,无极县,Wuji Xian,130130,482799,442751,253124,120459,35665,0,35665,33,25,24,0,844257,33780,35303,35303,0,0,29332,18965,5394,1368,3605,16360,120,560,467553,124829,90599,249073,270708,196845,156254,3566,7430,18710,0,0,0,0,,71075,189378,60765,213609,86962,255,126067,325,146000,117500,9100,299000,193000,469000,67623,59490,16698,53000,426,0,0,426,426,0,342,62316,48519,340851,0,0,25667,181720,18335,140263,1401,4539,0,0,1975,10714,320,211,4597,15620,0,0,0,0,8820,3720,55150
2003,平山县,Pingshan Xian,130131,449301,420353,208280,140356,34284,0,34284,58,2744,6297,0,555400,10666,16780,13500,13697,5198,14473,9143,4289,6,1035,5700,126,202,356723,122206,56792,104219,266707,90016,80432,1957,9812,29467,0,0,0,0,,50748,193968,60740,184974,52366,16633,103125,12850,214800,211000,33000,211900,60000,442500,62340,56853,8020,19010,12016,0,0,12016,8206,0,7761,45252,35597,168768,771,3870,16260,71519,13094,77572,845,2742,542,1959,2904,10640,629,401,3126,6287,0,0,0,0,3518,8265,48200
2003,元氏县,Yuanshi Xian,130132,388621,287694,217940,128500,36842,0,36842,67,1014,217,0,522266,25333,25870,15450,3560,1040,28373,14623,6724,929,6097,7500,392,500,416453,105411,53986,138245,296874,119579,108693,3018,8016,17760,0,0,0,0,,62884,139423,45100,150105,67486,2231,79855,533,84600,84200,20000,246200,166600,438000,47239,40087,23000,47100,758,0,0,758,691,0,688,54510,42644,245611,0,0,19480,117000,16000,93400,1143,3373,1000,3075,4067,25378,867,910,4245,10625,0,0,0,0,6654,5188,22240
2003,赵  县,Zhao Xian,130133,552234,512683,294615,129350,50981,0,50981,0,184,19,0,2660816,49784,50981,50981,2293,2071,60297,31945,9445,6640,12267,30160,89,2085,520036,214489,169259,197241,334450,185586,166585,3255,9125,20089,0,0,0,0,,56362,242541,74036,211760,137990,79,73566,125,96500,87000,8800,271000,101800,3450,40879,32833,18300,46098,180,0,0,180,180,0,162,79027,60266,427038,0,0,31278,227547,21192,163390,3623,13550,3542,13312,1104,7121,1333,1312,3849,16127,0,0,0,0,13030,14314,381662
2003,辛集市,Xinji Shi,130181,614823,548454,330199,137985,69584,0,69584,0,83,55,0,2222823,69584,69584,68354,0,0,62256,39573,13737,3097,5849,24660,649,3352,709150,290239,196527,274415,524698,184452,187472,3519,16591,31766,0,0,0,0,,134794,533841,156023,358263,201601,1142,155140,380,90600,60000,6800,440900,413000,619500,80640,58055,13800,132310,452,0,0,452,452,0,449,107205,72780,481536,0,0,35562,243243,26110,183293,5240,22146,5173,21996,889,7621,9407,9736,9721,39863,0,0,0,0,14327,14203,199436
